,loc,species,treatment,animal_id,sl,size,activity,comment
198,LIRS 2014,humbug,CO2,273,29.23599806,big,34.77083333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
199,LIRS 2014,humbug,CO2,274,24.65171919,big,50.70833333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
200,LIRS 2014,humbug,CO2,276,32.59673407,big,39.44814815,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
201,LIRS 2014,lemon,control,1,24.65,big,32.75263158,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
202,LIRS 2014,lemon,control,2,32.3,big,28.64285714,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
203,LIRS 2014,lemon,control,3,28.9,big,33.36086957,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
204,LIRS 2014,lemon,control,4,30.6,big,35.768,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
205,LIRS 2014,lemon,control,5,29.75,big,49.33076923,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
206,LIRS 2014,lemon,control,6,24.65,big,34.4,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
207,LIRS 2014,lemon,control,7,22.1,big,35.13636364,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
208,LIRS 2014,lemon,control,8,27.2,big,11.19545455,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
209,LIRS 2014,lemon,control,47,31.88556588,big,5.328,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
210,LIRS 2014,lemon,control,48,32.47772288,big,8.85,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
211,LIRS 2014,lemon,control,49,18.85274393,big,22.00714286,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
212,LIRS 2014,lemon,control,50,32.38052219,big,16.03076923,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
213,LIRS 2014,lemon,control,52,28.40418829,big,19.57333333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
214,LIRS 2014,lemon,control,53,19.93521857,big,22.19259259,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
215,LIRS 2014,lemon,control,54,33.32757999,big,13.775,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
216,LIRS 2014,lemon,control,55,27.07774864,big,10.2,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
217,LIRS 2014,lemon,control,56,24.46852162,big,14.13333333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
218,LIRS 2014,lemon,control,57,32.67040438,big,4.118181818,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
219,LIRS 2014,lemon,control,58,25.1318944,big,27.975,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
220,LIRS 2014,lemon,control,59,24.12295885,big,NA,Recording failed
221,LIRS 2014,lemon,control,60,26.50904849,big,NA,Recording failed
222,LIRS 2014,lemon,control,59,24.12295885,big,14.2,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
223,LIRS 2014,lemon,control,60,26.50904849,big,17.21666667,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
224,LIRS 2014,lemon,control,61,26.79640421,big,23.37692308,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
225,LIRS 2014,lemon,control,117,29.84861903,big,8.968181818,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
226,LIRS 2014,lemon,control,118,30.52136202,big,23.224,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
227,LIRS 2014,lemon,control,119,31.47828667,big,3.490909091,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
228,LIRS 2014,lemon,control,120,27.21626293,big,22.62173913,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
229,LIRS 2014,lemon,control,121,29.50061339,big,39.04074074,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
230,LIRS 2014,ambon,control,123,28.84884054,big,15.02608696,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
231,LIRS 2014,ambon,control,135,33.80124861,big,4.933333333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
232,LIRS 2014,ambon,control,136,31.69220501,big,7.88,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
233,LIRS 2014,ambon,control,137,31.20965041,big,6.245833333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
234,LIRS 2014,ambon,control,141,30.81081731,big,12.048,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
235,LIRS 2014,ambon,control,150,33.04652071,big,40.36296296,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
236,LIRS 2014,ambon,control,153,28.73046835,big,21.41851852,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
237,LIRS 2014,chromis,control,185,34.27654673,big,33.175,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
238,LIRS 2014,chromis,control,187,24.13072714,big,51.325,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
239,LIRS 2014,chromis,control,191,30.94858669,big,11.844,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
240,LIRS 2014,chromis,control,192,34.77090587,big,26.524,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
241,LIRS 2014,chromis,control,194,21.22617874,big,21.39230769,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
242,LIRS 2014,chromis,control,196,31.25432962,big,35.4,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
243,LIRS 2014,chromis,control,198,27.86748286,big,21.17619048,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
244,LIRS 2014,chromis,control,199,23.60655775,big,20.2,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
245,LIRS 2014,chromis,control,201,24.87602649,big,22.75833333,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
246,LIRS 2014,chromis,control,202,32.27919364,big,14.89285714,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
247,LIRS 2014,chromis,control,204,29.99233028,big,28.56666667,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
248,LIRS 2014,chromis,control,205,21.22617874,big,11.2375,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
249,LIRS 2014,humbug,control,208,25.04384346,big,25.45555556,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
250,LIRS 2014,humbug,control,209,22.16439713,big,22.11481481,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
251,LIRS 2014,humbug,control,210,26.73568403,big,16.18148148,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
252,LIRS 2014,humbug,control,215,23.9704799,big,11.42857143,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
253,LIRS 2014,humbug,control,216,17.06407788,big,28.516,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
254,LIRS 2014,humbug,control,218,28.64933432,big,9.55,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
255,LIRS 2014,humbug,control,219,27.51012042,big,51.40740741,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
256,LIRS 2014,humbug,control,249,22.79691797,big,39.82380952,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
257,LIRS 2014,humbug,control,251,30.61231335,big,11.6625,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
258,LIRS 2014,humbug,control,252,25.04384346,big,41.91666667,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
259,LIRS 2014,humbug,control,254,25.42462088,big,22.86296296,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
260,LIRS 2014,humbug,control,255,28.84741645,big,16.46923077,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
261,LIRS 2014,humbug,control,258,31.21609637,big,16.43846154,"27min means of sml+lrg dur, from All Lizard activity data for JJ v2_7 Jun 2017.xlsx"
262,LIRS 2016,humbug,CO2,109,24,big,48.99459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
263,LIRS 2016,humbug,CO2,108,17,big,46.08648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
264,LIRS 2016,humbug,CO2,114,17.5,big,33.58918919,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
265,LIRS 2016,humbug,CO2,113,18,big,47.57027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
266,LIRS 2016,humbug,CO2,119,17,big,45.07567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
267,LIRS 2016,humbug,CO2,118,16,big,42.70540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
268,LIRS 2016,humbug,CO2,124,16,big,51.38888889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
269,LIRS 2016,humbug,CO2,123,18,big,40.93888889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
270,LIRS 2016,humbug,CO2,129,27,big,55.07837838,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
271,LIRS 2016,humbug,CO2,128,25,big,42.67027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
272,LIRS 2016,acantho,CO2,134,33,big,31.01891892,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
273,LIRS 2016,acantho,CO2,133,28,big,36.99459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
274,LIRS 2016,humbug,CO2,135,34,big,31.51621622,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
275,LIRS 2016,acantho,CO2,139,23,big,44.91351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
276,LIRS 2016,acantho,CO2,138,25,big,27.02647059,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
277,LIRS 2016,acantho,CO2,144,26,big,32.45675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
278,LIRS 2016,acantho,CO2,143,26,big,24.03783784,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
279,LIRS 2016,acantho,CO2,148,15,big,46.16571429,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
280,LIRS 2016,acantho,CO2,154,15,big,41.53783784,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
281,LIRS 2016,acantho,CO2,153,15,big,47.96944444,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
282,LIRS 2016,acantho,CO2,159,15,big,30.70810811,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
283,LIRS 2016,acantho,CO2,158,15,big,43.67297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
284,LIRS 2016,acantho,CO2,164,15,big,41.36486486,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
285,LIRS 2016,humbug,CO2,160,34,big,55.28648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
286,LIRS 2016,humbug,CO2,259,21,big,35.8027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
287,LIRS 2016,humbug,CO2,264,16,big,54.80540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
288,LIRS 2016,humbug,CO2,263,18,big,43.87567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
289,LIRS 2016,humbug,CO2,269,18,big,31.82702703,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
290,LIRS 2016,humbug,CO2,268,19,big,53.65135135,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
291,LIRS 2016,humbug,CO2,274,15,big,46.37297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
292,LIRS 2016,whitedams,CO2,273,22,big,11.09393939,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
293,LIRS 2016,whitedams,CO2,279,15,big,31.43783784,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
294,LIRS 2016,whitedams,CO2,278,17.5,big,36.24594595,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
295,LIRS 2016,whitedams,CO2,284,16,big,20.48,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
296,LIRS 2016,whitedams,CO2,283,16,big,21.22857143,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
297,LIRS 2016,humbug,CO2,260,34,big,41.21714286,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
298,LIRS 2016,humbug,CO2,265,34,big,48.3972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
299,LIRS 2016,humbug,CO2,270,29,big,46.33513514,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
300,LIRS 2016,humbug,CO2,275,34,big,47.95135135,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
301,LIRS 2016,humbug,CO2,280,35,big,47.85945946,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
302,LIRS 2016,humbug,CO2,285,35,big,40.41351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
303,LIRS 2016,whitedams,CO2,289,24,big,17.70285714,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
304,LIRS 2016,whitedams,CO2,288,22,big,19.71351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
305,LIRS 2016,whitedams,CO2,294,27,big,21.56111111,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
306,LIRS 2016,whitedams,CO2,293,25,big,9.713888889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
307,LIRS 2016,whitedams,CO2,299,17.5,big,25.63243243,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
308,LIRS 2016,whitedams,CO2,298,22,big,19.82857143,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
309,LIRS 2016,whitedams,CO2,304,18,big,24.18285714,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
310,LIRS 2016,whitedams,CO2,303,22,big,27.13888889,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
311,LIRS 2016,whitedams,CO2,309,20,big,12.85675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
312,LIRS 2016,whitedams,CO2,308,23,big,10.25555556,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
313,LIRS 2016,whitedams,CO2,NA,18,big,14.56756757,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
314,LIRS 2016,whitedams,CO2,313,23,big,15.96285714,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
315,LIRS 2016,whitedams,CO2,374,16.5,big,19.74864865,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
316,LIRS 2016,whitedams,CO2,373,17,big,24.87241379,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
317,LIRS 2016,whitedams,CO2,379,20,big,16.62972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
318,LIRS 2016,whitedams,CO2,378,20,big,18.44594595,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
319,LIRS 2016,whitedams,CO2,384,24,big,11.29166667,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
320,LIRS 2016,whitedams,CO2,383,24.5,big,11.24666667,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
321,LIRS 2016,whitedams,CO2,389,26,big,14.49333333,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
322,LIRS 2016,whitedams,CO2,388,25.5,big,16.93055556,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
323,LIRS 2016,whitedams,CO2,394,25,big,13.87419355,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
324,LIRS 2016,whitedams,CO2,393,28,big,9.58,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
325,LIRS 2016,humbug,CO2,290,35,big,55.04864865,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
326,LIRS 2016,acantho,CO2,305,31,big,47.11891892,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
327,LIRS 2016,acantho,CO2,310,35,big,27.45294118,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
328,LIRS 2016,humbug,CO2,385,30,big,53.77837838,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
329,LIRS 2016,humbug,CO2,395,33.5,big,55.28648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
330,LIRS 2016,acantho,control,54,16,big,39.95294118,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
331,LIRS 2016,acantho,control,53,16,big,16.20810811,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
332,LIRS 2016,acantho,control,59,16,big,34.840625,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
333,LIRS 2016,acantho,control,58,15,big,32.63846154,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
334,LIRS 2016,acantho,control,68,16,big,36.82432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
335,LIRS 2016,acantho,control,74,32,big,24.31081081,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
336,LIRS 2016,acantho,control,73,35,big,35.47567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
337,LIRS 2016,humbug,control,79,18,big,49.13513514,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
338,LIRS 2016,humbug,control,78,20,big,48.21891892,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
339,LIRS 2016,humbug,control,89,19,big,30.75135135,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
340,LIRS 2016,humbug,control,88,19,big,41.28108108,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
341,LIRS 2016,humbug,control,99,29,big,43.6,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
342,LIRS 2016,humbug,control,98,30,big,43.14324324,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
343,LIRS 2016,humbug,control,104,31,big,24.88648649,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
344,LIRS 2016,humbug,control,103,30,big,39.6972973,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
345,LIRS 2016,acantho,control,90,32,big,46.19189189,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
346,LIRS 2016,humbug,control,199,18,big,27.44722222,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
347,LIRS 2016,humbug,control,198,18,big,38.35,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
348,LIRS 2016,humbug,control,204,22,big,38.61891892,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
349,LIRS 2016,humbug,control,203,17,big,28.77567568,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
350,LIRS 2016,humbug,control,209,17,big,43.4027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
351,LIRS 2016,humbug,control,214,24,big,41.58378378,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
352,LIRS 2016,humbug,control,213,26,big,41.45945946,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
353,LIRS 2016,whitedams,control,219,15.5,big,29.06216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
354,LIRS 2016,whitedams,control,218,17,big,28.67027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
355,LIRS 2016,whitedams,control,223,16,big,25.31621622,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
356,LIRS 2016,whitedams,control,229,17,big,29.47297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
357,LIRS 2016,whitedams,control,228,16,big,11.32432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
358,LIRS 2016,whitedams,control,234,18.5,big,21.06216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
359,LIRS 2016,whitedams,control,233,19,big,24.84864865,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
360,LIRS 2016,whitedams,control,239,16.5,big,21.22162162,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
361,LIRS 2016,whitedams,control,238,17,big,23.42432432,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
362,LIRS 2016,whitedams,control,244,19,big,32.49459459,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
363,LIRS 2016,whitedams,control,243,20,big,22.51351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
364,LIRS 2016,whitedams,control,249,23,big,19.57297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
365,LIRS 2016,whitedams,control,248,22,big,16.42702703,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
366,LIRS 2016,whitedams,control,253,25,big,11.9,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
367,LIRS 2016,humbug,control,200,35,big,39.93611111,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
368,LIRS 2016,humbug,control,205,33,big,56.06486486,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
369,LIRS 2016,humbug,control,210,33,big,31.14594595,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
370,LIRS 2016,humbug,control,215,32,big,51.85945946,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
371,LIRS 2016,humbug,control,225,35,big,40.12702703,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
372,LIRS 2016,humbug,control,230,32,big,57.57297297,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
373,LIRS 2016,humbug,control,240,31,big,45.40857143,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
374,LIRS 2016,humbug,control,245,32,big,35.46216216,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
375,LIRS 2016,humbug,control,250,34,big,39.84324324,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
376,LIRS 2016,whitedams,control,319,28,big,18.25,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
377,LIRS 2016,whitedams,control,318,28,big,18.61944444,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
378,LIRS 2016,whitedams,control,324,22.5,big,22.75405405,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
379,LIRS 2016,whitedams,control,323,22,big,22.21351351,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
380,LIRS 2016,whitedams,control,328,23,big,19.7027027,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
381,LIRS 2016,whitedams,control,334,26,big,8.405714286,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
382,LIRS 2016,whitedams,control,333,24,big,7.594117647,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
383,LIRS 2016,whitedams,control,339,24,big,8.7,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
384,LIRS 2016,whitedams,control,338,29,big,14.51428571,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
385,LIRS 2016,acantho,control,344,15,big,50.38918919,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
386,LIRS 2016,acantho,control,343,15,big,41.53513514,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
387,LIRS 2016,acantho,control,349,15,big,46.60540541,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
388,LIRS 2016,acantho,control,354,15.5,big,44.35675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
389,LIRS 2016,humbug,control,359,17,big,55.71081081,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
390,LIRS 2016,humbug,control,358,18.5,big,47.65135135,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
391,LIRS 2016,humbug,control,369,16.5,big,46.72916667,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
392,LIRS 2016,humbug,control,368,17,big,44.68846154,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
393,LIRS 2016,humbug,control,320,33,big,49.15675676,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
394,LIRS 2016,humbug,control,335,35,big,49.04594595,37min means of sml+lrg dur; from Activity for JJ stats.xlsx
395,AIMS 2015,acantho,CO2,480,8,small,29.45113636,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
396,AIMS 2015,acantho,CO2,481,8,small,22.90454545,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
397,AIMS 2015,acantho,CO2,484,8,small,19.88977273,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
398,AIMS 2015,acantho,CO2,485,8,small,36.2925,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
399,AIMS 2015,acantho,CO2,552,10,small,23.56931818,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
400,AIMS 2015,acantho,CO2,553,10,small,23.45568182,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
401,AIMS 2015,acantho,CO2,556,10,small,37.45795455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
402,AIMS 2015,acantho,CO2,557,10,small,17.94545455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
403,AIMS 2015,acantho,CO2,560,10,small,22.50340909,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
404,AIMS 2015,acantho,CO2,561,10,small,24.98068182,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
405,AIMS 2015,acantho,CO2,576,11,small,24.65681818,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
406,AIMS 2015,acantho,CO2,577,11,small,30.41590909,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
407,AIMS 2015,acantho,CO2,580,11,small,30.34204545,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
408,AIMS 2015,acantho,CO2,581,11,small,22.70795455,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
409,AIMS 2015,acantho,CO2,584,11.5,small,10.72325581,"90min activity trials, mean of sml+lrg dur per min; from tdc_Flume 2h activity analysis.xlsx then Activity for JJ stats.xlsx"
